,index,RegName,State,Year,Pov,AvgAge,TotalWages,CompPerJob,TotalComp,TotalEmp,PIpercap,GDPpercap,Pop,Beneficiaries,Pct_Bene,CompPerCap,EmpPerCap,WagePerCap,d_pct_CompPerJob,d_pct_PIPerCap,d_pct_GDPPerCap,d_pct_CompPerCap,d_pct_WagePerCap,d_pct_EmpPerCap,d_pct_AvgAge,d_pct_Pov,BenePerCap,d_pct_BenePerCap,d_pct_CompPerJob_1,d_pct_PIPerCap_1,d_pct_GDPPerCap_1,d_pct_CompPerCap_1,d_pct_WagePerCap_1,d_pct_EmpPerCap_1,d_pct_AvgAge_1,d_pct_Pov_1,d_pct_BenePerCap_1
12,12,Northeast Region,Maine,2006,1313.0,39.26,22065935,43973,27865138,818669,34302,39288,847941,66470,0.07838988797569642,32862.11894459638,0.9654787302418446,26022.96032389046,0.046851565289846464,0.04998622547369069,0.008393008393008383,0.05951448588950958,0.05476221267415782,0.014572302912472024,0.011334363730036046,-0.0007610350076103778,0.07838988797569642,0.03172297882043029,-0.46674537583628495,-0.5253116735927466,-0.3796019108280255,-0.48860578451130665,-0.5036007589408377,-0.06022697675770172,-0.021180030257185956,1314.0,0.4684065922124523
13,13,Northeast Region,Maine,2007,1312.0,39.62,23018137,45449,28945660,829608,35558,38946,842754,68954,0.08181984303841927,34346.51155615992,0.9844011419702546,27312.996437869177,0.03356605189548123,0.03661594076147168,-0.008704948075748287,0.0451703255674456,0.04957299622804223,0.019598993883241933,0.009169638308711203,-0.0007616146230007281,0.08181984303841927,0.04375507034512238,0.046851565289846464,0.04998622547369069,0.008393008393008383,0.05951448588950958,0.05476221267415782,0.014572302912472024,0.011334363730036046,1313.0,0.03172297882043029
14,14,Northeast Region,Maine,2008,1317.0,40.19,23757638,46742,29769264,825403,36998,38508,842402,71066,0.08436114824038879,35338.548578944494,0.9798207981462532,28202.257354564685,0.028449470835441915,0.040497215816412524,-0.011246341087659872,0.02888319592988342,0.03255816031457304,-0.004652924126879787,0.014386673397274174,0.003810975609756184,0.08436114824038879,0.03105976628158791,0.03356605189548123,0.03661594076147168,-0.008704948075748287,0.0451703255674456,0.04957299622804223,0.019598993883241933,0.009169638308711203,1312.0,0.04375507034512238
15,15,Northeast Region,Maine,2009,1297.0,40.17,23068780,47155,29031897,803275,36952,37910,841508,72776,0.08648283795281804,34499.84670377465,0.9545660884982674,27413.61935953075,0.008835736596636945,-0.0012433104492134417,-0.015529240677261913,-0.023733342451691897,-0.027963647913676337,-0.02577482504532036,-0.0004976362279173197,-0.01518602885345477,0.08648283795281804,0.025150081011029446,0.028449470835441915,0.040497215816412524,-0.011246341087659872,0.02888319592988342,0.03255816031457304,-0.004652924126879787,0.014386673397274174,1317.0,0.03105976628158791
16,16,Northeast Region,Maine,2010,1298.0,40.45,23354863,48319,29404881,791969,37528,38353,842748,74971,0.08896016365509025,34891.665124094034,0.9397459264216587,27712.74805754508,0.024684550948997908,0.01558778956484086,0.011685571089422364,0.011357106125242877,0.010911682039910442,-0.0155255484718968,0.006970375902414672,0.0007710100231304029,0.08896016365509025,0.02864528686747958,0.008835736596636945,-0.0012433104492134417,-0.015529240677261913,-0.023733342451691897,-0.027963647913676337,-0.02577482504532036,-0.0004976362279173197,1297.0,0.025150081011029446
17,17,Northeast Region,Maine,2011,1328.0,40.72,23818410,48945,29840881,795260,38935,37779,842752,76800,0.0911300121506683,35408.852189018835,0.9436465294653706,28262.656155072906,0.012955566133405094,0.037492005968876585,-0.01496623471436398,0.014822653578881795,0.019843145702690634,0.004150699602992303,0.006674907292954169,0.023112480739599484,0.0911300121506683,0.02439123767792073,0.024684550948997908,0.01558778956484086,0.011685571089422364,0.011357106125242877,0.010911682039910442,-0.0155255484718968,0.006970375902414672,1298.0,0.02864528686747958
18,18,Northeast Region,Maine,2012,1330.0,40.85,24335160,49858,30521453,797294,39791,37705,836898,78818,0.09417874101742386,36469.74063744925,0.9526776261862258,29077.80876522587,0.018653590765144612,0.021985360215744265,-0.0019587601577596425,0.02996110810842434,0.028842038259969005,0.009570423287596608,0.0031925343811396445,0.001506024096385561,0.09417874101742386,0.03345471809786438,0.012955566133405094,0.037492005968876585,-0.01496623471436398,0.014822653578881795,0.019843145702690634,0.004150699602992303,0.006674907292954169,1328.0,0.02439123767792073
19,19,Northeast Region,Maine,2013,1310.0,41.07,24905145,50643,31172527,803983,39670,37394,831959,79942,0.09608886976401482,37468.82598781911,0.9663733429171389,29935.543698667843,0.015744714990573172,-0.003040888643160544,-0.008248242938602268,0.027394912409767436,0.029497921950286,0.01437602432812457,0.005385556915544543,-0.015037593984962405,0.09608886976401482,0.020281952444422213,0.018653590765144612,0.021985360215744265,-0.0019587601577596425,0.02996110810842434,0.028842038259969005,0.009570423287596608,0.0031925343811396445,1330.0,0.03345471809786438
20,20,Northeast Region,Maine,2014,1300.0,41.87,25767208,51955,32204771,810963,41226,37981,827605,79949,0.09660284797699385,38913.21463741761,0.9798913733000646,31134.66931688426,0.025906838062516035,0.03922359465591119,0.015697705514253535,0.03854907677299679,0.04005691796637656,0.013988413983067272,0.019478938397857304,-0.007633587786259555,0.09660284797699385,0.005348988017460421,0.015744714990573172,-0.003040888643160544,-0.008248242938602268,0.027394912409767436,0.029497921950286,0.01437602432812457,0.005385556915544543,1310.0,0.020281952444422213
21,21,Northeast Region,Maine,2015,1340.0,42.56,26833121,53614,33509950,822105,42795,38431,822412,79625,0.0968188693744741,40745.93999114799,0.9996267077815012,32627.346147672943,0.03193147916466166,0.03805850676757383,0.011848029277796712,0.047097762824459544,0.04794259465537998,0.02014032883560568,0.016479579651301757,0.03076923076923066,0.0968188693744741,0.0022361804232904348,0.025906838062516035,0.03922359465591119,0.015697705514253535,0.03854907677299679,0.04005691796637656,0.013988413983067272,0.019478938397857304,1300.0,0.005348988017460421
23,23,Northeast Region,Massachusetts,2006,6324.0,37.57,172745510,62502,210298644,4116422,48307,59706,4132347,245856,0.05949548767322783,50890.84822741168,0.9961462578045842,41803.244016051896,0.043735283803416625,0.07727130814861072,0.015822784810126667,0.04207048457482099,0.04590158009103762,-0.0010853877246109755,0.006429145459416086,0.0009496676163343043,0.05949548767322783,0.016906486451401026,0.11692841422016631,0.04783269073489893,0.5293903359267258,0.19855578696254428,0.22500374288040326,-0.0023989657703697986,-0.12288533834586479,6318.0,-0.39571334365566224
24,24,Northeast Region,Massachusetts,2007,6336.0,37.65,184157030,65687,223940800,4210891,50417,60955,4157960,253401,0.060943587720901596,53858.33437551107,1.0127300406930322,44290.23607730714,0.05095836933218134,0.04367896992154341,0.020919170602619497,0.05831080147925283,0.059492800613757835,0.016647939756353702,0.0021293585307424756,0.00189753320683117,0.060943587720901596,0.02433966178455904,0.043735283803416625,0.07727130814861072,0.015822784810126667,0.04207048457482099,0.04590158009103762,-0.0010853877246109755,0.006429145459416086,6324.0,0.016906486451401026
25,25,Northeast Region,Massachusetts,2008,6420.0,38.22,189735975,67612,230993034,4225689,52283,60723,4199836,260676,0.06206813789871795,55000.48906671594,1.0061557165565513,45176.99619699436,0.029305646474949487,0.03701132554495512,-0.0038060864572225794,0.021206647113175547,0.020021571303874053,-0.006491684725755675,0.015139442231075773,0.01325757575757569,0.06206813789871795,0.018452313358484407,0.05095836933218134,0.04367896992154341,0.020919170602619497,0.05831080147925283,0.059492800613757835,0.016647939756353702,0.0021293585307424756,6336.0,0.02433966178455904
26,26,Northeast Region,Massachusetts,2009,6623.0,38.68,181891252,67301,222559059,4130425,51412,59178,4266071,269491,0.06317077235704703,52169.56281318337,0.9682035296646493,42636.71467258749,-0.004599775187836497,-0.016659334774209555,-0.025443406946297098,-0.05147092874208148,-0.05622953578697376,-0.03771999330460385,0.012035583464155009,0.03161993769470395,0.06317077235704703,0.017764903147704292,0.029305646474949487,0.03701132554495512,-0.0038060864572225794,0.021206647113175547,0.020021571303874053,-0.006491684725755675,0.015139442231075773,6420.0,0.018452313358484407
27,27,Northeast Region,Massachusetts,2010,6532.0,38.62,187544777,69812,230667402,4118873,53054,60813,4225982,280555,0.06638811996832926,54583.14824814682,0.9746546483160601,44378.9815006311,0.03730999539382762,0.03193806893332285,0.0276285105951537,0.046264244989101755,0.04086306464798439,0.0066629778282725205,-0.0015511892450880138,-0.013739996980220437,0.06638811996832926,0.05093095257878888,-0.004599775187836497,-0.016659334774209555,-0.025443406946297098,-0.05147092874208148,-0.05622953578697376,-0.03771999330460385,0.012035583464155009,6623.0,0.017764903147704292
28,28,Northeast Region,Massachusetts,2011,6514.0,38.33,195827015,72284,241646807,4180062,55232,61770,4260632,287821,0.06755359298808251,56716.18834952186,0.9810896599377745,45961.96409358987,0.0354093852059818,0.04105251253439901,0.01573676680972813,0.03907872978813498,0.03566964674338613,0.006602350517521671,-0.007509062661833266,-0.0027556644213104775,0.06755359298808251,0.017555445466888475,0.03730999539382762,0.03193806893332285,0.0276285105951537,0.046264244989101755,0.04086306464798439,0.0066629778282725205,-0.0015511892450880138,6532.0,0.05093095257878888
